Brand,Model,Processor,Generation,Operating System,RAM,Storage,Size,Warranty,Color,Star Rating,No. of Ratings,No. of Reviews,Price
MSI,MSI Modern,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,39.62,2,Blue,4.2,1463,139,32990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,35.56,1,Grey,4.3,1409,310,33990
HP,HP Victus Intel Core i,AMD Ryzen 3,10th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Black,4.3,804,334,65990
MSI,MSI Modern,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Grey,4.3,1141,293,36990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,2,Blue,4.3,1114,333,39990
HP,HP Victus Intel Core i,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Metallic Black,4.4,851,211,55990
MSI,MSI Thin,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Metallic Black,4.3,590,282,49990
SAMSUNG,SAMSUNG Galaxy Book,AMD Ryzen 5,11th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Black,4.5,953,176,75990
Acer,Acer Aspire,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Blue,4.4,567,331,67990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Black,4.3,867,204,33990
MSI,MSI Thin,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,1,39.62,1,Metallic Black,4,1636,334,64990
MSI,MSI Crosshair,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,1,40.64,2,Black,4.1,631,206,140990
MSI,MSI Thin,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Grey,4.3,482,346,49990
HP,HP Intel Core i,Intel Core i7,13th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Grey,4.2,1617,221,53990
Acer,Acer Aspire,Intel Core i5,12th Gen,64 bit Windows 11 Operating System,8 GB,512,35.56,1,Blue,4.2,1822,322,29990
Acer,Acer One Intel Core i,Intel Core i5,12th Gen,64 bit Windows 11 Operating System,8 GB,512,35.56,2,Metallic Black,4.2,1066,179,28990
MSI,MSI Katana,AMD Ryzen 5,11th Gen,Windows 11 Operating System,16 GB,1,39.62,1,Blue,4.2,802,333,102990
ASUS,ASUS Vivobook,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,39.62,2,Blue,4.3,1802,224,36990
Acer,Acer Swift Go,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,2,Metallic Black,4.3,1105,283,59990
Apple,Apple MacBook AIR Apple M,AMD Ryzen 5,11th Gen,Mac OS Operating System,8 GB,256,34.54,1,Silver,4.7,1068,271,84990
SAMSUNG,SAMSUNG Galaxy Book,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Silver,4.5,1844,284,61990
Lenovo,Lenovo IdeaPad Slim,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Black,4.1,432,233,49690
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Silver,4.3,1314,319,32990
HP,HP,Intel Core i5,12th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,1,Grey,4.2,1824,131,32490
HP,HP,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,100.58,2,Blue,4.3,646,207,34990
Acer,Acer Aspire,Intel Celeron Dual,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Blue,4.4,1028,213,61990
MSI,MSI Thin,AMD Ryzen 5,11th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Metallic Black,4.3,1767,245,47990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Silver,4.2,1932,167,32990
ASUS,ASUS Vivobook,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,2,Metallic Black,4.2,1156,226,47990
Apple,Apple MacBook AIR Apple M,Intel Core i5,12th Gen,Mac OS Operating System,8 GB,256,34.54,1,Black,4.7,1606,300,84990
MSI,MSI Modern,Intel Core i7,13th Gen,Windows 11 Operating System,8 GB,512,35.56,1,Grey,4.3,376,234,36990
MSI,MSI Modern,Intel Core i5,13th Gen,Windows 11 Operating System,8 GB,512,35.56,2,Silver,4.3,1831,213,33990
Acer,Acer Aspire,AMD Ryzen 5,11th Gen,64 bit Windows 11 Operating System,16 GB,512,35.56,1,Metallic Black,4,1830,107,42990
DELL,DELL Inspiron,Intel Core i3,12th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,1,Silver,4.2,250,163,35990
HP,HP Backlit Intel Core i,Intel Core i7,14th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,2,Blue,4.2,1441,334,49990
ASUS,ASUS Vivobook,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Grey,4.2,1893,234,52990
Lenovo,Lenovo IdeaPad Slim,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,2,Silver,4.1,268,140,49690
MSI,MSI Modern,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Grey,4.3,1605,139,32990
DELL,DELL Inspiron,Intel Core i3,11th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Blue,4.2,833,102,43800
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Blue,4.3,705,244,44990
MSI,MSI Thin,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,39.62,2,Metallic Black,4.3,1206,293,47990
MSI,MSI Modern,Intel Core i5,13th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Black,4.2,1382,306,32990
Lenovo,Lenovo IdeaPad Slim,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,512,100.63,1,Metallic Black,4.2,1541,209,36990
ASUS,ASUS Vivobook,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,39.62,2,Grey,4.2,694,320,47990
ASUS,ASUS Vivobook,Intel Core i5,12th Gen,Windows 11 Home Operating System,16 GB,512,39.62,1,Metallic Black,4.3,1513,213,40990
HP,HP Victus Intel Core i,AMD Ryzen 3,10th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Silver,4.4,1574,211,58990
MSI,MSI Modern,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,35.56,1,Metallic Black,4.3,851,279,36990
MSI,MSI Modern,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Black,4.3,352,249,39990
HP,HP Victus Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Black,4.3,1237,103,65990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,35.56,1,Blue,4.3,1726,343,33990
MSI,MSI Modern,AMD Ryzen 5,11th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Black,4.3,769,233,33990
HP,HP Victus Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,2,Grey,4.4,1426,265,55990
MSI,MSI Thin,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Black,4.3,1108,125,49990
SAMSUNG,SAMSUNG Galaxy Book,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Black,4.5,423,238,75990
Acer,Acer Aspire,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Blue,4.4,1616,317,67990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Silver,4.3,1943,116,36990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Grey,4.2,1254,315,49990
MSI,MSI Crosshair,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,1,40.64,1,Black,4.1,680,191,140990
MSI,MSI Thin,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Black,4.3,976,326,49990
HP,HP Intel Core i,AMD Ryzen 5,11th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Metallic Black,4.2,1962,130,53990
Acer,Acer Aspire,Intel Core i5,12th Gen,64 bit Windows 11 Operating System,8 GB,512,35.56,2,Silver,4.2,1960,304,29990
Acer,Acer One Intel Core i,Intel Core i5,12th Gen,64 bit Windows 11 Operating System,8 GB,512,35.56,2,Blue,4.2,1099,345,28990
MSI,MSI Katana,AMD Ryzen 5,11th Gen,Windows 11 Operating System,16 GB,1,39.62,1,Grey,4.2,1931,262,102990
ASUS,ASUS Vivobook,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,2,Black,4.3,1597,243,36990
Acer,Acer Swift Go,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,35.56,2,Grey,4.3,1239,306,59990
Apple,Apple MacBook AIR Apple M,Intel Core i5,12th Gen,Mac OS Operating System,8 GB,256,34.54,2,Blue,4.7,1946,206,84990
SAMSUNG,SAMSUNG Galaxy Book,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Silver,4.5,888,245,61990
Lenovo,Lenovo IdeaPad Slim,AMD Ryzen 5,11th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Metallic Black,4.1,669,210,49690
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Silver,4.3,843,200,32990
HP,HP,Intel Celeron Dual,12th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,2,Metallic Black,4.2,734,211,32490
HP,HP,AMD Ryzen 5,11th Gen,Windows 11 Operating System,8 GB,512,100.58,2,Grey,4.3,1932,161,34990
Acer,Acer Aspire,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Silver,4.4,1185,340,61990
MSI,MSI Thin,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Silver,4.3,1357,332,47990
MSI,MSI Modern,Intel Core i7,13th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Blue,4.2,1386,254,32990
ASUS,ASUS Vivobook,Intel Core i5,13th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Grey,4.2,581,346,47990
Apple,Apple MacBook AIR Apple M,Intel Core i3,12th Gen,Mac OS Operating System,8 GB,256,34.54,1,Metallic Black,4.7,1651,262,84990
MSI,MSI Modern,Intel Core i7,12th Gen,Windows 11 Operating System,8 GB,512,35.56,2,Silver,4.3,904,215,36990
MSI,MSI Modern,Intel Core i7,14th Gen,Windows 11 Operating System,8 GB,512,35.56,1,Grey,4.3,290,272,33990
Acer,Acer Aspire,Intel Core i5,12th Gen,64 bit Windows 11 Operating System,16 GB,512,35.56,2,Blue,4,1208,345,42990
DELL,DELL Inspiron,Intel Core i5,12th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,1,Blue,4.2,354,134,35990
HP,HP Backlit Intel Core i,Intel Core i3,12th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,1,Grey,4.2,451,127,49990
ASUS,ASUS Vivobook,Intel Core i3,11th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Metallic Black,4.2,699,202,52990
Lenovo,Lenovo IdeaPad Slim,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Grey,4.1,1539,224,49690
MSI,MSI Modern,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Grey,4.3,1159,201,32990
DELL,DELL Inspiron,Intel Core i5,13th Gen,Windows 11 Operating System,8 GB,512,39.62,2,Black,4.2,459,236,43800
MSI,MSI Modern,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Blue,4.3,812,303,44990
MSI,MSI Thin,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Metallic Black,4.3,1391,242,47990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,35.56,1,Black,4.3,962,120,36990
Lenovo,Lenovo IdeaPad Slim,AMD Ryzen 3,10th Gen,Windows 11 Operating System,16 GB,512,100.63,1,Grey,4.2,1650,151,36990
ASUS,ASUS Vivobook,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Blue,4.2,1824,262,47990
ASUS,ASUS Vivobook,Intel Core i5,13th Gen,Windows 11 Home Operating System,16 GB,512,39.62,2,Black,4.3,1813,333,40990
HP,HP Victus Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Black,4.4,1020,196,58990
MSI,MSI Modern,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Metallic Black,4.2,1357,150,32990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,35.56,2,Grey,4.3,703,182,33990
HP,HP Victus Intel Core i,AMD Ryzen 5,11th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Metallic Black,4.3,916,154,65990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Black,4.3,1787,176,36990
MSI,MSI Modern,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,35.56,2,Metallic Black,4.3,1878,226,39990
HP,HP Victus Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Black,4.4,1951,271,55990
MSI,MSI Thin,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Silver,4.3,636,292,49990
SAMSUNG,SAMSUNG Galaxy Book,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Blue,4.5,1623,342,75990
Acer,Acer Aspire,AMD Ryzen 5,11th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Grey,4.4,545,192,67990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Blue,4.3,507,187,33990
MSI,MSI Thin,AMD Ryzen 5,11th Gen,Windows 11 Operating System,16 GB,1,39.62,1,Grey,4,1354,179,64990
MSI,MSI Crosshair,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,1,40.64,2,Black,4.1,517,252,140990
MSI,MSI Thin,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Metallic Black,4.3,668,346,49990
HP,HP Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Metallic Black,4.2,484,314,53990
Acer,Acer Aspire,Intel Core i3,12th Gen,64 bit Windows 11 Operating System,8 GB,512,35.56,1,Black,4.2,1584,191,29990
Acer,Acer One Intel Core i,Intel Core i5,12th Gen,64 bit Windows 11 Operating System,8 GB,512,35.56,1,Grey,4.2,1235,146,28990
Lenovo,Lenovo IdeaPad Slim,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Black,4.1,1630,307,49690
ASUS,ASUS Vivobook,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Grey,4.3,1486,334,36990
Acer,Acer Swift Go,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Black,4.3,823,283,59990
Apple,Apple MacBook AIR Apple M,Intel Celeron Dual,12th Gen,Mac OS Operating System,8 GB,256,34.54,1,Black,4.7,298,137,84990
SAMSUNG,SAMSUNG Galaxy Book,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Black,4.5,1400,238,61990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Metallic Black,4.3,472,294,32990
MSI,MSI Thin,Intel Core i7,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Grey,4.3,1170,114,47990
HP,HP,Intel Core i5,12th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,2,Black,4.2,1552,100,32490
HP,HP,Intel Core i7,13th Gen,Windows 11 Operating System,8 GB,512,100.58,2,Blue,4.3,1681,234,34990
Acer,Acer Aspire,Intel Core i5,11th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Metallic Black,4.4,1567,148,61990
MSI,MSI Modern,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,35.56,1,Silver,4.3,526,195,36990
MSI,MSI Modern,AMD Ryzen 5,11th Gen,Windows 11 Operating System,8 GB,512,39.62,2,Metallic Black,4.2,1711,300,32990
ASUS,ASUS Vivobook,Intel Core i7,14th Gen,Windows 11 Operating System,8 GB,512,39.62,2,Silver,4.2,1380,256,47990
Apple,Apple MacBook AIR Apple M,Intel Core i5,12th Gen,Mac OS Operating System,8 GB,256,34.54,2,Metallic Black,4.7,1931,125,84990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,35.56,2,Blue,4.3,669,186,33990
MSI,MSI Modern,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,35.56,2,Black,4.3,860,272,39990
Acer,Acer Aspire,Intel Core i3,11th Gen,64 bit Windows 11 Operating System,16 GB,512,35.56,2,Grey,4,1702,334,42990
DELL,DELL Inspiron,Intel Core i5,12th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,1,Black,4.2,624,192,35990
HP,HP Backlit Intel Core i,Intel Core i3,12th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,2,Blue,4.2,322,343,49990
ASUS,ASUS Vivobook,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Grey,4.2,1907,201,52990
Lenovo,Lenovo IdeaPad Slim,Intel Core i5,13th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Silver,4.1,1303,324,49690
MSI,MSI Modern,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Silver,4.3,1461,170,32990
DELL,DELL Inspiron,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Blue,4.2,1637,239,43800
MSI,MSI Modern,AMD Ryzen 3,10th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Grey,4.3,1724,194,44990
MSI,MSI Thin,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Black,4.3,444,259,47990
MSI,MSI Modern,Intel Core i5,13th Gen,Windows 11 Operating System,8 GB,512,35.56,2,Blue,4.3,1429,217,36990
Lenovo,Lenovo IdeaPad Slim,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,100.63,2,Silver,4.2,1445,247,36990
ASUS,ASUS Vivobook,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Blue,4.2,1096,218,47990
ASUS,ASUS Vivobook,Intel Core i5,12th Gen,Windows 11 Home Operating System,16 GB,512,39.62,1,Black,4.3,1314,150,40990
HP,HP Victus Intel Core i,AMD Ryzen 5,11th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Metallic Black,4.4,1336,180,58990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Metallic Black,4.2,272,135,32990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,35.56,2,Black,4.3,609,166,33990
HP,HP Victus Intel Core i,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Grey,4.3,1348,228,65990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Black,4.3,921,254,36990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Metallic Black,4.3,1391,344,39990
HP,HP Victus Intel Core i,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Silver,4.4,1885,210,55990
MSI,MSI Thin,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Black,4.3,1653,267,49990
SAMSUNG,SAMSUNG Galaxy Book,AMD Ryzen 5,11th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Black,4.5,928,324,75990
Acer,Acer Aspire,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Black,4.4,1563,311,67990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Metallic Black,4.3,689,241,33990
MSI,MSI Thin,AMD Ryzen 5,11th Gen,Windows 11 Operating System,16 GB,1,39.62,2,Metallic Black,4,1941,199,64990
MSI,MSI Crosshair,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,1,40.64,1,Black,4.1,1182,296,140990
MSI,MSI Thin,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Black,4.3,256,314,49990
HP,HP Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,2,Grey,4.2,1469,208,53990
Acer,Acer Aspire,Intel Core i3,12th Gen,64 bit Windows 11 Operating System,8 GB,512,35.56,1,Silver,4.2,670,219,29990
Acer,Acer One Intel Core i,AMD Ryzen 5,11th Gen,64 bit Windows 11 Operating System,8 GB,512,35.56,1,Blue,4.2,1841,178,28990
Lenovo,Lenovo IdeaPad Slim,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Blue,4.1,1082,233,49690
ASUS,ASUS Vivobook,Intel Celeron Dual,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Blue,4.3,1466,260,36990
Acer,Acer Swift Go,AMD Ryzen 5,11th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Metallic Black,4.3,808,282,59990
Apple,Apple MacBook AIR Apple M,Intel Core i5,12th Gen,Mac OS Operating System,8 GB,256,34.54,1,Metallic Black,4.7,1421,118,84990
SAMSUNG,SAMSUNG Galaxy Book,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Grey,4.5,1942,226,61990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Metallic Black,4.3,1475,304,32990
MSI,MSI Thin,Intel Core i7,13th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Black,4.3,1717,128,47990
HP,HP,Intel Core i5,13th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,2,Silver,4.2,1163,288,32490
HP,HP,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,100.58,2,Silver,4.3,1692,297,34990
Acer,Acer Aspire,Intel Core i7,14th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Silver,4.4,1256,307,61990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,35.56,1,Blue,4.3,1752,123,36990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Blue,4.2,1748,250,32990
ASUS,ASUS Vivobook,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Black,4.2,375,339,47990
Apple,Apple MacBook AIR Apple M,Intel Core i3,11th Gen,Mac OS Operating System,8 GB,256,34.54,1,Grey,4.7,644,109,84990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,35.56,1,Metallic Black,4.3,1066,281,33990
MSI,MSI Modern,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,35.56,2,Metallic Black,4.3,1130,204,39990
Acer,Acer Aspire,Intel Core i5,13th Gen,64 bit Windows 11 Operating System,16 GB,512,35.56,1,Blue,4,825,268,42990
DELL,DELL Inspiron,Intel Core i5,13th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,1,Silver,4.2,574,276,35990
HP,HP Backlit Intel Core i,Intel Core i3,12th Gen,64 bit Windows 11 Operating System,8 GB,512,39.62,1,Black,4.2,1665,244,49990
ASUS,ASUS Vivobook,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Grey,4.2,1179,340,52990
Lenovo,Lenovo IdeaPad Slim,AMD Ryzen 3,10th Gen,Windows 11 Operating System,16 GB,512,35.56,1,Blue,4.1,1961,283,49690
MSI,MSI Modern,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,35.56,2,Black,4.3,1901,335,32990
DELL,DELL Inspiron,Intel Core i5,13th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Black,4.2,1713,272,43800
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Blue,4.3,1477,257,44990
MSI,MSI Thin,Intel Core i3,12th Gen,Windows 11 Operating System,8 GB,512,39.62,1,Black,4.3,1759,271,47990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,35.56,2,Silver,4.3,1082,337,36990
Lenovo,Lenovo IdeaPad Slim,AMD Ryzen 5,11th Gen,Windows 11 Operating System,16 GB,512,100.63,2,Black,4.2,1304,301,36990
ASUS,ASUS Vivobook,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,2,Grey,4.2,1661,154,47990
ASUS,ASUS Vivobook,Intel Core i5,12th Gen,Windows 11 Home Operating System,16 GB,512,39.62,1,Black,4.3,1898,246,40990
HP,HP Victus Intel Core i,Intel Core i3,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Metallic Black,4.4,1707,256,58990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,39.62,2,Black,4.2,1086,101,32990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,8 GB,512,35.56,2,Blue,4.3,1175,263,33990
HP,HP Victus Intel Core i,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,39.62,1,Metallic Black,4.3,1649,246,65990
MSI,MSI Modern,Intel Core i5,12th Gen,Windows 11 Operating System,16 GB,512,35.56,2,Grey,4.3,692,253,36990
